customer_id,customer_segment,contract_type,region,tenure_months,monthly_revenue,support_tickets_last_90_days,late_payments_last_12_months,product_usage_score,satisfaction_score,last_login_days_ago,discount_percent,churn_probability,churned,annual_revenue,customer_lifetime_value,revenue_at_risk,usage_risk_flag,satisfaction_risk_flag,login_risk_flag,support_risk_flag,payment_risk_flag,total_risk_flags,risk_band
3182,Consumer,Month to Month,South,10,170.78,1,2,53.57,6.2,34,20,0.38,0,2049.36,1707.8,0,0,0,0,0,0,0,Moderate Risk
3183,Enterprise,Month to Month,Midwest,52,221.27,5,0,81.78,7.7,95,20,0.42,0,2655.24,11506.04,0,0,0,1,1,0,2,High Risk
3184,Enterprise,Annual,South,61,247.24,3,0,46.74,8.1,75,5,0.14,0,2966.88,15081.64,0,0,0,1,0,0,1,Low Risk
3185,Small Business,Month to Month,South,62,101.22,1,3,85.5,10,8,20,0.28,0,1214.64,6275.64,0,0,0,0,0,1,1,Moderate Risk
3186,Mid Market,Month to Month,West,64,283.66,0,0,54.2,6.1,28,0,0.2,0,3403.92,18154.24,0,0,0,0,0,0,0,Moderate Risk
3187,Mid Market,Month to Month,South,48,182.54,4,2,69.32,8.5,6,5,0.3,0,2190.48,8761.92,0,0,0,0,1,0,1,Moderate Risk
3188,Small Business,Annual,Midwest,43,174.56,2,0,59.08,10,33,20,0.020000000000000004,0,2094.72,7506.08,0,0,0,0,0,0,0,Low Risk
3189,Enterprise,Month to Month,West,7,167.23,2,0,55.95,9.8,55,5,0.5,0,2006.76,1170.61,0,0,0,1,0,0,1,High Risk
3190,Small Business,Two Year,West,59,211.5,3,1,68.91,6.2,34,10,0.02,0,2538,12478.5,0,0,0,0,0,0,0,Low Risk
3191,Mid Market,Annual,Northeast,61,207.01,2,2,69.49,8.2,13,10,0.020000000000000004,0,2484.12,12627.61,0,0,0,0,0,0,0,Low Risk
3192,Small Business,Month to Month,South,62,246.29,1,1,94.68,5.3,22,0,0.35000000000000003,0,2955.48,15269.98,0,0,1,0,0,0,1,Moderate Risk
3193,Small Business,Two Year,South,42,278.71,1,0,100,7.4,56,0,0.06000000000000001,0,3344.52,11705.82,0,0,0,1,0,0,1,Low Risk
3194,Mid Market,Month to Month,Northeast,39,202.26,2,2,97.94,7.1,17,10,0.2,0,2427.12,7888.14,0,0,0,0,0,0,0,Moderate Risk
3195,Small Business,Month to Month,Midwest,11,247.21,2,1,72.56,8,88,20,0.5,1,2966.52,2719.31,2966.52,0,0,1,0,0,1,High Risk
3196,Small Business,Annual,Midwest,32,174.95,0,1,60.86,9.2,17,10,0.08,0,2099.4,5598.4,0,0,0,0,0,0,0,Low Risk
3197,Consumer,Month to Month,South,40,193.46,2,0,81.52,6.3,6,5,0.2,0,2321.52,7738.4,0,0,0,0,0,0,0,Moderate Risk
3198,Small Business,Month to Month,Northeast,68,149.14,2,1,57.92,9.5,29,0,0.2,0,1789.68,10141.52,0,0,0,0,0,0,0,Moderate Risk
3199,Small Business,Annual,South,65,176.1,0,0,72.62,8.3,7,10,0.020000000000000004,0,2113.2,11446.5,0,0,0,0,0,0,0,Low Risk
3200,Consumer,Month to Month,West,59,194.63,1,1,84.32,4.9,27,0,0.35000000000000003,0,2335.56,11483.17,0,0,1,0,0,0,1,Moderate Risk
3201,Mid Market,Month to Month,West,47,195.72,0,1,49.58,6.3,54,5,0.32,0,2348.64,9198.84,0,0,0,1,0,0,1,Moderate Risk
3202,Small Business,Month to Month,Northeast,2,298.34,2,1,81.81,8.8,91,20,0.5,0,3580.08,596.68,0,0,0,1,0,0,1,High Risk
3203,Consumer,Month to Month,Northeast,64,74.53,1,0,83.66,5.9,99,0,0.47000000000000003,1,894.36,4769.92,894.36,0,1,1,0,0,2,High Risk
3204,Small Business,Annual,South,32,162.55,3,1,41.22,6.7,47,0,0.36,0,1950.6,5201.6,0,1,0,1,0,0,2,Moderate Risk
3205,Enterprise,Month to Month,West,39,360.33,2,1,36.7,9.5,90,0,0.48000000000000004,0,4323.96,14052.87,0,1,0,1,0,0,2,High Risk
3206,Small Business,Month to Month,West,59,222.36,3,1,47.01,8.2,85,20,0.32,0,2668.32,13119.24,0,0,0,1,0,0,1,Moderate Risk
3207,Mid Market,Annual,West,2,66.46,0,1,80.24,5.1,43,20,0.35,1,797.52,132.92,797.52,0,1,0,0,0,1,Moderate Risk
3208,Small Business,Month to Month,Northeast,4,237.34,2,2,33.26,10,64,10,0.66,1,2848.08,949.36,2848.08,1,0,1,0,0,2,Critical Risk
3209,Enterprise,Month to Month,South,29,106.63,0,0,59.54,8.6,85,15,0.38,0,1279.56,3092.27,0,0,0,1,0,0,1,Moderate Risk
3210,Enterprise,Month to Month,Northeast,41,320.09,3,0,95.49,7.1,56,10,0.32,0,3841.08,13123.69,0,0,0,1,0,0,1,Moderate Risk
3211,Consumer,Month to Month,West,17,155.19,1,1,63.56,5.8,1,0,0.41000000000000003,0,1862.28,2638.23,0,0,1,0,0,0,1,High Risk
3212,Small Business,Annual,Northeast,26,273.98,2,0,88.46,6.7,78,20,0.2,0,3287.76,7123.48,0,0,0,1,0,0,1,Moderate Risk
3213,Mid Market,Annual,Northeast,13,58.75,1,2,57.97,6.9,64,5,0.2,0,705,763.75,0,0,0,1,0,0,1,Moderate Risk
3214,Mid Market,Annual,West,50,239.36,3,3,67.44,6.1,65,0,0.22000000000000003,1,2872.32,11968,2872.32,0,0,1,0,1,2,Moderate Risk
3215,Small Business,Annual,South,45,135.58,2,1,80.28,9.6,85,0,0.14,0,1626.96,6101.1,0,0,0,1,0,0,1,Low Risk
3216,Small Business,Annual,Midwest,4,271.08,1,0,77.72,8.6,24,20,0.2,0,3252.96,1084.32,0,0,0,0,0,0,0,Moderate Risk
3217,Consumer,Month to Month,South,30,130.11,0,2,91.37,4.9,60,15,0.53,1,1561.32,3903.3,1561.32,0,1,1,0,0,2,High Risk
3218,Consumer,Annual,South,53,159.43,3,2,87.16,4.2,38,0,0.16999999999999998,0,1913.16,8449.79,0,0,1,0,0,0,1,Low Risk
3219,Consumer,Month to Month,South,17,134,4,0,65.77,6.7,19,0,0.36,1,1608,2278,1608,0,0,0,1,0,1,Moderate Risk
3220,Enterprise,Annual,Midwest,17,195.19,2,1,64.14,7.8,115,5,0.2,1,2342.28,3318.23,2342.28,0,0,1,0,0,1,Moderate Risk
3221,Small Business,Annual,South,45,146.54,1,3,76.05,6.4,31,0,0.1,0,1758.48,6594.3,0,0,0,0,0,1,1,Low Risk
3222,Small Business,Month to Month,Northeast,57,239.51,0,2,86.2,5.3,92,10,0.47000000000000003,0,2874.12,13652.07,0,0,1,1,0,0,2,High Risk
3223,Enterprise,Annual,West,1,169.34,2,1,94.07,5.5,33,0,0.35,0,2032.08,169.34,0,0,1,0,0,0,1,Moderate Risk
3224,Enterprise,Annual,South,64,255.77,3,2,95.47,7.9,93,15,0.14,0,3069.24,16369.28,0,0,0,1,0,0,1,Low Risk
3225,Mid Market,Month to Month,South,6,204.46,4,0,48.17,10,80,5,0.6,1,2453.52,1226.76,2453.52,0,0,1,1,0,2,Critical Risk
3226,Small Business,Annual,West,59,218.31,5,1,82.84,8.6,117,10,0.24,0,2619.72,12880.29,0,0,0,1,1,0,2,Moderate Risk
3227,Enterprise,Month to Month,Midwest,16,266.32,1,0,86.1,6.6,68,10,0.38,0,3195.84,4261.12,0,0,0,1,0,0,1,Moderate Risk
3228,Small Business,Annual,South,38,151.96,5,1,64.08,5.7,20,0,0.26999999999999996,0,1823.52,5774.48,0,0,1,0,1,0,2,Moderate Risk
3229,Enterprise,Month to Month,South,14,201.06,1,0,99.72,7.6,96,15,0.38,0,2412.72,2814.84,0,0,0,1,0,0,1,Moderate Risk
3230,Enterprise,Month to Month,Midwest,30,158.38,2,0,73.77,9.1,24,0,0.26,0,1900.56,4751.4,0,0,0,0,0,0,0,Moderate Risk
3231,Mid Market,Month to Month,South,33,164.29,2,2,63.44,10,20,10,0.26,0,1971.48,5421.57,0,0,0,0,0,0,0,Moderate Risk
3232,Mid Market,Month to Month,Northeast,4,207.95,0,2,94.74,10,1,15,0.38,0,2495.4,831.8,0,0,0,0,0,0,0,Moderate Risk
3233,Enterprise,Two Year,West,35,203.22,3,0,96.91,7.9,62,0,0.12000000000000001,0,2438.64,7112.7,0,0,0,1,0,0,1,Low Risk
3234,Small Business,Month to Month,West,48,110.81,1,1,85.59,10,72,10,0.32,1,1329.72,5318.88,1329.72,0,0,1,0,0,1,Moderate Risk
3235,Small Business,Two Year,Midwest,66,189.99,3,1,64.78,10,11,0,0.02,0,2279.88,12539.34,0,0,0,0,0,0,0,Low Risk
3236,Enterprise,Month to Month,West,16,66.3,5,0,77.68,7.7,38,15,0.36,0,795.6,1060.8,0,0,0,0,1,0,1,Moderate Risk
3237,Small Business,Month to Month,West,44,281.18,1,2,68.75,5.4,91,0,0.47000000000000003,0,3374.16,12371.92,0,0,1,1,0,0,2,High Risk
3238,Small Business,Month to Month,West,14,166.78,3,5,69.19,7.8,1,25,0.34,1,2001.36,2334.92,2001.36,0,0,0,0,1,1,Moderate Risk
3239,Enterprise,Month to Month,Northeast,13,238.22,3,0,99.03,10,105,0,0.38,1,2858.64,3096.86,2858.64,0,0,1,0,0,1,Moderate Risk
3240,Small Business,Month to Month,West,50,161.47,0,0,64.54,9.5,91,5,0.32,0,1937.64,8073.5,0,0,0,1,0,0,1,Moderate Risk
3241,Mid Market,Annual,West,61,148.57,1,0,84.99,6.5,118,5,0.14,0,1782.84,9062.77,0,0,0,1,0,0,1,Low Risk
3242,Consumer,Month to Month,South,39,106.47,2,1,69.5,4.5,12,5,0.35000000000000003,1,1277.64,4152.33,1277.64,0,1,0,0,0,1,Moderate Risk
3243,Mid Market,Month to Month,South,50,93.37,2,0,60.85,6.4,111,0,0.32,0,1120.44,4668.5,0,0,0,1,0,0,1,Moderate Risk
3244,Small Business,Month to Month,South,43,177.49,2,0,62.44,8.4,6,15,0.2,0,2129.88,7632.07,0,0,0,0,0,0,0,Moderate Risk
3245,Small Business,Month to Month,South,62,164.57,5,2,61.67,6.4,1,5,0.3,1,1974.84,10203.34,1974.84,0,0,0,1,0,1,Moderate Risk
3246,Mid Market,Annual,Midwest,6,83.96,2,1,59.39,5.3,35,10,0.35,0,1007.52,503.76,0,0,1,0,0,0,1,Moderate Risk
3247,Small Business,Month to Month,Midwest,34,162.08,1,1,86.15,5.5,68,15,0.53,1,1944.96,5510.72,1944.96,0,1,1,0,0,2,High Risk
3248,Small Business,Annual,Midwest,7,136.26,3,0,42.81,8.6,59,5,0.48,0,1635.12,953.82,0,1,0,1,0,0,2,High Risk
3249,Mid Market,Annual,Northeast,52,103.86,2,1,54.77,6.5,77,0,0.14,0,1246.32,5400.72,0,0,0,1,0,0,1,Low Risk
3250,Mid Market,Two Year,West,23,197.67,4,2,79.43,6.2,40,0,0.09999999999999999,0,2372.04,4546.41,0,0,0,0,1,0,1,Low Risk
3251,Small Business,Month to Month,West,21,129.69,2,4,78.42,9.3,52,0,0.46,1,1556.28,2723.49,1556.28,0,0,1,0,1,2,High Risk
3252,Enterprise,Month to Month,West,6,220.43,1,1,77.12,9.6,43,0,0.38,0,2645.16,1322.58,0,0,0,0,0,0,0,Moderate Risk
3253,Mid Market,Month to Month,Midwest,16,282.55,2,0,95.26,10,112,0,0.38,0,3390.6,4520.8,0,0,0,1,0,0,1,Moderate Risk
3254,Enterprise,Annual,Midwest,42,93.5,1,2,44.46,10,104,20,0.3,1,1122,3927,1122,1,0,1,0,0,2,Moderate Risk
3255,Mid Market,Month to Month,South,54,259.84,5,1,70.89,10,81,20,0.42,1,3118.08,14031.36,3118.08,0,0,1,1,0,2,High Risk
3256,Mid Market,Annual,Northeast,61,290.11,2,2,81.25,5.2,82,10,0.29,1,3481.32,17696.71,3481.32,0,1,1,0,0,2,Moderate Risk
3257,Mid Market,Annual,West,41,267.34,1,1,71,5.1,91,0,0.29,1,3208.08,10960.94,3208.08,0,1,1,0,0,2,Moderate Risk
3258,Small Business,Two Year,Northeast,56,124.68,1,2,73.02,7.7,35,0,0.02,0,1496.16,6982.08,0,0,0,0,0,0,0,Low Risk
3259,Enterprise,Annual,Northeast,13,334.28,3,0,100,6,106,10,0.2,0,4011.36,4345.64,0,0,0,1,0,0,1,Moderate Risk
3260,Small Business,Two Year,Northeast,9,242.74,0,1,74.2,10,20,0,0.12000000000000001,0,2912.88,2184.66,0,0,0,0,0,0,0,Low Risk
3261,Mid Market,Two Year,West,55,220.45,2,1,89.24,6.6,32,0,0.02,0,2645.4,12124.75,0,0,0,0,0,0,0,Low Risk
3262,Enterprise,Month to Month,South,2,110.24,3,1,71.94,8.5,41,25,0.38,0,1322.88,220.48,0,0,0,0,0,0,0,Moderate Risk
3263,Mid Market,Annual,South,35,125.58,0,0,51.18,5.9,106,5,0.35,0,1506.96,4395.3,0,0,1,1,0,0,2,Moderate Risk
3264,Enterprise,Annual,Northeast,11,151.78,1,1,63.67,6.3,113,20,0.32,0,1821.36,1669.58,0,0,0,1,0,0,1,Moderate Risk
3265,Mid Market,Month to Month,South,57,81,3,0,70.22,8.3,103,10,0.32,1,972,4617,972,0,0,1,0,0,1,Moderate Risk
3266,Enterprise,Annual,Midwest,13,190.33,1,1,49.12,7.6,71,5,0.2,0,2283.96,2474.29,0,0,0,1,0,0,1,Moderate Risk
3267,Enterprise,Annual,South,57,235.66,3,0,87.36,7.2,13,20,0.020000000000000004,0,2827.92,13432.62,0,0,0,0,0,0,0,Low Risk
3268,Small Business,Two Year,Northeast,72,123.18,3,0,94.14,7.2,108,5,0.06000000000000001,0,1478.16,8868.96,0,0,0,1,0,0,1,Low Risk
3269,Enterprise,Two Year,South,22,233.6,2,1,47.64,9.5,19,0,0.02,0,2803.2,5139.2,0,0,0,0,0,0,0,Low Risk
3270,Enterprise,Annual,South,35,106.64,1,0,85.5,4.7,77,5,0.35,0,1279.68,3732.4,0,0,1,1,0,0,2,Moderate Risk
3271,Consumer,Month to Month,South,20,161.36,2,0,69.4,8.8,109,0,0.38,0,1936.32,3227.2,0,0,0,1,0,0,1,Moderate Risk
3272,Consumer,Month to Month,South,1,153.82,4,2,68.61,10,44,15,0.48,1,1845.84,153.82,1845.84,0,0,0,1,0,1,High Risk
3273,Small Business,Month to Month,Midwest,34,98.56,0,2,50.89,2.9,19,10,0.41000000000000003,1,1182.72,3351.04,1182.72,0,1,0,0,0,1,High Risk
3274,Mid Market,Annual,Northeast,66,257.3,1,2,99.4,8.3,49,0,0.14,0,3087.6,16981.8,0,0,0,1,0,0,1,Low Risk
3275,Small Business,Month to Month,South,14,106.25,3,2,71.92,6.2,52,5,0.38,1,1275,1487.5,1275,0,0,1,0,0,1,Moderate Risk
3276,Mid Market,Month to Month,South,36,284.13,0,0,59.2,8.5,59,0,0.38,0,3409.56,10228.68,0,0,0,1,0,0,1,Moderate Risk
3277,Enterprise,Two Year,Midwest,52,26.67,5,2,59.02,6.2,31,5,0.039999999999999994,0,320.04,1386.84,0,0,0,0,1,0,1,Low Risk
3278,Small Business,Annual,South,8,147.88,3,2,64.77,7.7,94,0,0.32,0,1774.56,1183.04,0,0,0,1,0,0,1,Moderate Risk
3279,Consumer,Annual,Northeast,53,32.03,2,0,28.72,6.6,106,0,0.3,0,384.36,1697.59,0,1,0,1,0,0,2,Moderate Risk
3280,Consumer,Annual,Midwest,46,189.5,0,0,64.59,7.1,120,0,0.14,0,2274,8717,0,0,0,1,0,0,1,Low Risk
3281,Consumer,Annual,Midwest,67,218.16,3,0,58.81,9.6,22,0,0.020000000000000004,0,2617.92,14616.72,0,0,0,0,0,0,0,Low Risk
3282,Mid Market,Month to Month,Midwest,69,115.74,1,3,85.19,10,20,0,0.28,1,1388.88,7986.06,1388.88,0,0,0,0,1,1,Moderate Risk
3283,Small Business,Month to Month,West,12,198.62,4,1,68.92,6.2,91,0,0.48,1,2383.44,2383.44,2383.44,0,0,1,1,0,2,High Risk
3284,Enterprise,Month to Month,South,19,137.92,1,0,66.13,9.4,64,5,0.38,1,1655.04,2620.48,1655.04,0,0,1,0,0,1,Moderate Risk
3285,Small Business,Two Year,Northeast,65,308.43,4,1,54.32,9.1,110,5,0.15999999999999998,1,3701.16,20047.95,3701.16,0,0,1,1,0,2,Low Risk
3286,Enterprise,Annual,Northeast,18,248.07,2,2,72.62,8.7,113,0,0.2,1,2976.84,4465.26,2976.84,0,0,1,0,0,1,Moderate Risk
3287,Consumer,Month to Month,Midwest,23,151.07,2,1,61.06,10,88,0,0.38,0,1812.84,3474.61,0,0,0,1,0,0,1,Moderate Risk
3288,Mid Market,Annual,South,15,200.48,4,1,79.34,6.4,96,15,0.3,1,2405.76,3007.2,2405.76,0,0,1,1,0,2,Moderate Risk
3289,Consumer,Month to Month,Northeast,20,182.56,3,1,100,10,120,20,0.38,1,2190.72,3651.2,2190.72,0,0,1,0,0,1,Moderate Risk
3290,Small Business,Month to Month,Midwest,48,131.38,4,0,100,6.3,118,5,0.42,0,1576.56,6306.24,0,0,0,1,1,0,2,High Risk
3291,Mid Market,Month to Month,Northeast,67,177.82,2,2,72.8,9.1,53,0,0.32,0,2133.84,11913.94,0,0,0,1,0,0,1,Moderate Risk
3292,Mid Market,Month to Month,South,36,200.57,3,1,84.24,8.6,2,5,0.26,0,2406.84,7220.52,0,0,0,0,0,0,0,Moderate Risk
3293,Consumer,Month to Month,Northeast,13,149.92,2,1,94.41,7,120,0,0.38,1,1799.04,1948.96,1799.04,0,0,1,0,0,1,Moderate Risk
3294,Small Business,Annual,South,7,148.98,2,0,79.66,5.7,23,0,0.35,0,1787.76,1042.86,0,0,1,0,0,0,1,Moderate Risk
3295,Mid Market,Month to Month,South,45,131.28,1,0,59.12,10,28,0,0.2,0,1575.36,5907.6,0,0,0,0,0,0,0,Moderate Risk
3296,Enterprise,Annual,West,13,157.96,5,1,66.09,4.8,0,15,0.32999999999999996,1,1895.52,2053.48,1895.52,0,1,0,1,0,2,Moderate Risk
3297,Small Business,Annual,South,30,251.6,2,1,89.01,5.1,89,0,0.35,0,3019.2,7548,0,0,1,1,0,0,2,Moderate Risk
3298,Mid Market,Annual,South,53,271.49,6,0,59.39,7.3,36,0,0.12,0,3257.88,14388.97,0,0,0,0,1,0,1,Low Risk
3299,Mid Market,Month to Month,West,35,354.52,4,1,73.38,9.5,61,0,0.48,1,4254.24,12408.2,4254.24,0,0,1,1,0,2,High Risk
3300,Mid Market,Two Year,South,40,155.66,0,4,67.59,8.9,75,0,0.14,0,1867.92,6226.4,0,0,0,1,0,1,2,Low Risk
3301,Mid Market,Month to Month,West,1,285.7,0,1,67.82,9.6,68,10,0.5,1,3428.4,285.7,3428.4,0,0,1,0,0,1,High Risk
3302,Mid Market,Two Year,Midwest,42,160.01,2,1,68.1,5.9,4,5,0.08999999999999997,0,1920.12,6720.42,0,0,1,0,0,0,1,Low Risk
3303,Small Business,Two Year,West,72,120.44,2,1,74.85,7.8,109,5,0.06000000000000001,0,1445.28,8671.68,0,0,0,1,0,0,1,Low Risk
3304,Consumer,Two Year,West,71,183,4,1,67.81,4.2,32,20,0.18999999999999995,0,2196,12993,0,0,1,0,1,0,2,Low Risk
3305,Mid Market,Annual,South,64,161.07,2,0,79.05,5.7,80,20,0.29,1,1932.84,10308.48,1932.84,0,1,1,0,0,2,Moderate Risk
3306,Small Business,Month to Month,South,27,307.05,2,2,62.54,10,49,0,0.38,0,3684.6,8290.35,0,0,0,1,0,0,1,Moderate Risk
3307,Small Business,Annual,Midwest,2,210.66,3,1,56.96,10,49,15,0.32,1,2527.92,421.32,2527.92,0,0,1,0,0,1,Moderate Risk
3308,Mid Market,Annual,South,60,76.52,2,1,76.46,8.4,32,5,0.020000000000000004,0,918.24,4591.2,0,0,0,0,0,0,0,Low Risk
3309,Enterprise,Month to Month,West,41,140.86,2,0,64.9,4.2,66,5,0.47000000000000003,0,1690.32,5775.26,0,0,1,1,0,0,2,High Risk
3310,Small Business,Month to Month,Midwest,70,245.93,5,1,78.75,5.2,9,5,0.45,1,2951.16,17215.1,2951.16,0,1,0,1,0,2,High Risk
3311,Small Business,Annual,South,55,204.83,4,0,41.5,5.2,45,20,0.43,0,2457.96,11265.65,0,1,1,0,1,0,3,High Risk
3312,Mid Market,Annual,Midwest,47,222.56,1,2,59.83,7.3,41,0,0.020000000000000004,0,2670.72,10460.32,0,0,0,0,0,0,0,Low Risk
3313,Enterprise,Annual,South,7,223.29,2,2,82.13,4.3,16,0,0.35,0,2679.48,1563.03,0,0,1,0,0,0,1,Moderate Risk
3314,Mid Market,Month to Month,West,22,223.28,3,1,59.82,7,55,0,0.38,0,2679.36,4912.16,0,0,0,1,0,0,1,Moderate Risk
3315,Enterprise,Annual,South,70,162.16,4,2,69.75,9.4,31,0,0.12,0,1945.92,11351.2,0,0,0,0,1,0,1,Low Risk
3316,Mid Market,Annual,Northeast,65,260.56,3,1,77.37,5.7,77,15,0.29,0,3126.72,16936.4,0,0,1,1,0,0,2,Moderate Risk
3317,Mid Market,Month to Month,Northeast,72,80.33,2,3,81.65,4.8,4,25,0.43,1,963.96,5783.76,963.96,0,1,0,0,1,2,High Risk
3318,Mid Market,Annual,West,69,25,3,1,70.98,9.7,90,5,0.14,0,300,1725,0,0,0,1,0,0,1,Low Risk
3319,Mid Market,Two Year,Midwest,68,54.55,3,0,49.55,8.4,23,0,0.02,0,654.6,3709.4,0,0,0,0,0,0,0,Low Risk
3320,Enterprise,Annual,West,30,225.75,4,3,59.35,8.8,8,0,0.26,0,2709,6772.5,0,0,0,0,1,1,2,Moderate Risk
3321,Consumer,Two Year,South,27,270.85,4,0,84.38,7.8,53,0,0.21999999999999997,0,3250.2,7312.95,0,0,0,1,1,0,2,Moderate Risk
3322,Mid Market,Annual,Northeast,55,178.85,3,2,58.1,7.5,38,0,0.020000000000000004,0,2146.2,9836.75,0,0,0,0,0,0,0,Low Risk
3323,Consumer,Month to Month,West,34,169.24,0,0,69.78,6.1,14,0,0.26,0,2030.88,5754.16,0,0,0,0,0,0,0,Moderate Risk
3324,Mid Market,Annual,Northeast,46,224.18,1,2,72.23,5.8,11,15,0.16999999999999998,1,2690.16,10312.28,2690.16,0,1,0,0,0,1,Low Risk
3325,Consumer,Month to Month,Northeast,37,159.52,1,1,36.11,5.5,116,0,0.6300000000000001,1,1914.24,5902.24,1914.24,1,1,1,0,0,3,Critical Risk
3326,Consumer,Annual,Midwest,6,247,1,1,69.25,4,56,0,0.47,0,2964,1482,0,0,1,1,0,0,2,High Risk
3327,Mid Market,Annual,South,69,192.49,2,1,41.92,6.5,101,0,0.3,1,2309.88,13281.81,2309.88,1,0,1,0,0,2,Moderate Risk
3328,Enterprise,Month to Month,West,53,167.08,3,2,77.34,10,120,10,0.32,0,2004.96,8855.24,0,0,0,1,0,0,1,Moderate Risk
3329,Small Business,Two Year,Northeast,12,103.54,2,2,59.2,8.5,94,0,0.12000000000000001,1,1242.48,1242.48,1242.48,0,0,1,0,0,1,Low Risk
3330,Consumer,Annual,Midwest,72,289.6,4,0,70.76,5.8,24,0,0.26999999999999996,1,3475.2,20851.2,3475.2,0,1,0,1,0,2,Moderate Risk
3331,Enterprise,Month to Month,Midwest,51,151.47,1,2,69.71,9.5,109,5,0.32,0,1817.64,7724.97,0,0,0,1,0,0,1,Moderate Risk
3332,Enterprise,Month to Month,West,48,35.95,0,0,41.83,5.1,50,15,0.6300000000000001,0,431.4,1725.6,0,1,1,1,0,0,3,Critical Risk
3333,Mid Market,Annual,South,2,150.88,1,1,31.93,5.4,4,10,0.51,0,1810.56,301.76,0,1,1,0,0,0,2,High Risk
3334,Small Business,Annual,Midwest,30,133.12,1,0,64.28,6.9,13,15,0.08,0,1597.44,3993.6,0,0,0,0,0,0,0,Low Risk
3335,Consumer,Month to Month,South,68,47.06,5,2,100,4.9,75,0,0.5700000000000001,0,564.72,3200.08,0,0,1,1,1,0,3,High Risk
3336,Mid Market,Annual,West,34,238.74,0,1,74.01,7.8,75,5,0.2,0,2864.88,8117.16,0,0,0,1,0,0,1,Moderate Risk
3337,Small Business,Month to Month,Northeast,1,212.17,3,1,67.07,4.7,3,0,0.53,1,2546.04,212.17,2546.04,0,1,0,0,0,1,High Risk
3338,Small Business,Annual,South,27,269.9,1,1,84.45,9.7,22,10,0.08,0,3238.8,7287.3,0,0,0,0,0,0,0,Low Risk
3339,Mid Market,Month to Month,South,49,138.11,4,1,85.29,5.1,102,0,0.5700000000000001,1,1657.32,6767.39,1657.32,0,1,1,1,0,3,High Risk
3340,Mid Market,Annual,South,32,127.72,1,1,80.88,5.3,79,0,0.35,1,1532.64,4087.04,1532.64,0,1,1,0,0,2,Moderate Risk
3341,Consumer,Annual,South,15,52.49,2,1,77.53,3.2,0,0,0.22999999999999998,0,629.88,787.35,0,0,1,0,0,0,1,Moderate Risk
3342,Mid Market,Month to Month,Midwest,65,291.16,3,2,77.19,5.6,92,10,0.47000000000000003,1,3493.92,18925.4,3493.92,0,1,1,0,0,2,High Risk
3343,Small Business,Month to Month,West,50,250.64,1,0,67.76,9.3,104,0,0.32,0,3007.68,12532,0,0,0,1,0,0,1,Moderate Risk
3344,Enterprise,Annual,West,69,143.44,4,0,55.85,7.4,90,15,0.24,0,1721.28,9897.36,0,0,0,1,1,0,2,Moderate Risk
3345,Mid Market,Month to Month,South,44,96.9,5,1,65.56,8.3,43,5,0.3,0,1162.8,4263.6,0,0,0,0,1,0,1,Moderate Risk
3346,Enterprise,Month to Month,West,49,167,3,2,39.23,3.6,38,0,0.51,1,2004,8183,2004,1,1,0,0,0,2,High Risk
3347,Mid Market,Month to Month,Midwest,61,245.95,2,2,63.7,9.4,88,0,0.32,0,2951.4,15002.95,0,0,0,1,0,0,1,Moderate Risk
3348,Consumer,Two Year,West,25,225.1,2,0,52.07,10,119,5,0.12000000000000001,0,2701.2,5627.5,0,0,0,1,0,0,1,Low Risk
3349,Mid Market,Month to Month,Midwest,2,255.03,2,3,61.65,6.6,87,10,0.5800000000000001,1,3060.36,510.06,3060.36,0,0,1,0,1,2,High Risk
3350,Consumer,Month to Month,South,13,98.93,0,2,100,9.9,8,15,0.26,0,1187.16,1286.09,0,0,0,0,0,0,0,Moderate Risk
3351,Small Business,Month to Month,South,50,305.84,2,1,48.02,4.7,29,15,0.35000000000000003,0,3670.08,15292,0,0,1,0,0,0,1,Moderate Risk
3352,Small Business,Two Year,Northeast,47,274.63,1,0,63.86,7.9,70,0,0.06000000000000001,0,3295.56,12907.61,0,0,0,1,0,0,1,Low Risk
3353,Mid Market,Two Year,Midwest,64,173.08,4,2,78.17,9.6,36,0,0.039999999999999994,0,2076.96,11077.12,0,0,0,0,1,0,1,Low Risk
3354,Mid Market,Annual,Midwest,30,216.16,1,1,58.76,6.8,83,25,0.2,1,2593.92,6484.8,2593.92,0,0,1,0,0,1,Moderate Risk
3355,Consumer,Two Year,Northeast,21,233.03,1,2,47.91,4.7,80,10,0.26999999999999996,0,2796.36,4893.63,0,0,1,1,0,0,2,Moderate Risk
3356,Mid Market,Month to Month,Midwest,37,56.3,3,2,67.93,4,12,0,0.35000000000000003,0,675.6,2083.1,0,0,1,0,0,0,1,Moderate Risk
3357,Small Business,Month to Month,South,2,191.51,1,1,44.73,7.4,57,0,0.66,1,2298.12,383.02,2298.12,1,0,1,0,0,2,Critical Risk
3358,Small Business,Month to Month,Midwest,15,194.2,1,0,93,7,65,0,0.38,0,2330.4,2913,0,0,0,1,0,0,1,Moderate Risk
3359,Consumer,Annual,West,72,180.06,1,2,90.17,5.2,107,10,0.29,0,2160.72,12964.32,0,0,1,1,0,0,2,Moderate Risk
3360,Consumer,Month to Month,Northeast,60,257.89,2,0,56.81,9.3,67,0,0.32,0,3094.68,15473.4,0,0,0,1,0,0,1,Moderate Risk
