applicant_id,age,annual_income,credit_score,loan_amount,employment_length_years,existing_debt,number_of_open_accounts,missed_payments_last_12_months,credit_utilization,loan_purpose,home_ownership,debt_to_income_ratio,loan_to_income_ratio,credit_score_band,income_band,default_probability,defaulted,loan_value_at_risk,dti_risk_flag,utilization_risk_flag,missed_payment_risk_flag,low_credit_score_flag,high_loan_to_income_flag,total_risk_flags,risk_band,approval_recommendation
2510,40,57946.6,817,32474.84,9,22578.87,3,0,0.586,Medical,Mortgage,0.39,0.56,Excellent,40K to 75K,0.06000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
2511,56,97538.9,788,26809.94,27,18286.75,13,1,0.342,Home Improvement,Rent,0.187,0.275,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2512,64,88246.11,653,19946.34,23,11405.46,1,0,0.641,Debt Consolidation,Rent,0.129,0.226,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2513,29,71914.62,770,20972.61,16,10162.89,17,1,0.528,Debt Consolidation,Mortgage,0.141,0.292,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2514,24,96650.49,726,23425.65,6,18206,10,3,0.45,Debt Consolidation,Rent,0.188,0.242,Good,75K to 120K,0.25,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
2515,36,118998.19,530,28624.83,20,42717.54,2,1,0.841,Medical,Mortgage,0.359,0.241,Poor,75K to 120K,0.4,0,0,0,1,0,1,0,2,High Risk,High Risk Review
2516,51,63513.74,719,17511.29,2,26504.13,7,1,0.263,Medical,Rent,0.417,0.276,Good,40K to 75K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
2517,56,94896.42,580,8996.26,8,30843.28,5,0,0.361,Debt Consolidation,Rent,0.325,0.095,Fair,75K to 120K,0.23000000000000004,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2518,48,140562.59,727,18568.75,1,19270.49,3,0,0.282,Home Improvement,Mortgage,0.137,0.132,Good,120K Plus,0.12,0,0,0,0,0,0,0,0,Low Risk,Approve
2519,59,48416.41,840,26554.3,26,26262.79,14,1,0.42,Personal,Mortgage,0.542,0.548,Excellent,40K to 75K,0.16,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
2520,28,115788.85,579,27773.93,18,27695.42,12,2,0.209,Debt Consolidation,Rent,0.239,0.24,Poor,75K to 120K,0.49000000000000005,0,0,0,0,1,1,0,2,High Risk,High Risk Review
2521,64,66995.94,609,25376.1,15,38798.38,2,0,0.274,Debt Consolidation,Rent,0.579,0.379,Fair,40K to 75K,0.33000000000000007,1,25376.1,1,0,0,1,0,2,High Risk,High Risk Review
2522,25,99666.41,640,15010.34,2,21482.29,7,0,0.562,Debt Consolidation,Own,0.216,0.151,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2523,41,66861.75,790,21643.44,10,38045.75,12,0,0.293,Medical,Mortgage,0.569,0.324,Very Good,40K to 75K,0.06000000000000002,1,21643.44,1,0,0,0,0,1,Low Risk,Approve
2524,48,62855.84,552,2594.96,6,14644.14,10,0,0.552,Debt Consolidation,Rent,0.233,0.041,Poor,40K to 75K,0.37,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2525,34,115079.97,698,28902.97,29,31002.35,2,2,0.196,Auto,Mortgage,0.269,0.251,Good,75K to 120K,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
2526,54,52240.04,657,19798.62,29,38689.84,14,0,0.557,Medical,Rent,0.741,0.379,Fair,40K to 75K,0.33000000000000007,0,0,1,0,0,1,0,2,High Risk,High Risk Review
2527,62,78942.53,738,34112.04,23,17666.68,15,1,0.534,Medical,Rent,0.224,0.432,Good,75K to 120K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
2528,51,84769.2,648,25917.32,13,14775.73,14,0,0.57,Debt Consolidation,Own,0.174,0.306,Fair,75K to 120K,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
2529,65,100193.17,791,23570.76,2,6639.66,10,1,0.261,Small Business,Rent,0.066,0.235,Very Good,75K to 120K,0.08000000000000003,0,0,0,0,0,0,0,0,Low Risk,Approve
2530,59,95175.54,748,34330.12,8,30593.51,18,1,0.578,Home Improvement,Mortgage,0.321,0.361,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2531,72,73827.3,822,15135.81,21,41399.48,4,2,0.779,Auto,Mortgage,0.561,0.205,Excellent,40K to 75K,0.34,1,15135.81,1,1,1,0,0,3,High Risk,High Risk Review
2532,33,98735.2,640,15289.76,16,32268.93,5,0,0.788,Auto,Rent,0.327,0.155,Fair,75K to 120K,0.31000000000000005,1,15289.76,0,1,0,1,0,2,High Risk,High Risk Review
2533,29,74543.25,599,22917.27,9,4437.52,4,1,0.516,Debt Consolidation,Rent,0.06,0.307,Fair,40K to 75K,0.23000000000000004,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2534,65,103329.69,564,37350.49,6,22954.59,16,0,0.222,Home Improvement,Mortgage,0.222,0.361,Poor,75K to 120K,0.32,1,37350.49,0,0,0,1,0,1,High Risk,High Risk Review
2535,35,48657.48,707,33532.94,22,20262.54,3,1,0.087,Debt Consolidation,Own,0.416,0.689,Good,40K to 75K,0.07,1,33532.94,0,0,0,0,1,1,Low Risk,Approve
2536,58,113992.93,736,25949.64,11,36642.56,9,1,0.475,Small Business,Rent,0.321,0.228,Good,75K to 120K,0.12000000000000002,0,0,0,0,0,0,0,0,Low Risk,Approve
2537,22,46225.14,639,34900.64,13,7927.9,7,1,0.575,Auto,Rent,0.172,0.755,Fair,40K to 75K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
2538,34,119587.84,691,26710.53,9,15627.69,10,1,0.761,Debt Consolidation,Mortgage,0.131,0.223,Good,75K to 120K,0.16,0,0,0,1,0,0,0,1,Moderate Risk,Approve with Review
2539,37,43634.81,608,23443.1,21,8541.75,2,1,0.471,Home Improvement,Rent,0.196,0.537,Fair,40K to 75K,0.29000000000000004,1,23443.1,0,0,0,1,1,2,Moderate Risk,Approve with Review
2540,47,64018.89,680,19222.82,20,12040.3,11,1,0.252,Home Improvement,Mortgage,0.188,0.3,Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2541,40,88294.98,723,18342,19,20461.88,14,2,0.465,Debt Consolidation,Rent,0.232,0.208,Good,75K to 120K,0.21,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
2542,70,48211.2,591,29204.38,11,21148.91,11,1,0.809,Debt Consolidation,Mortgage,0.439,0.606,Fair,40K to 75K,0.36000000000000004,0,0,0,1,0,1,1,3,High Risk,High Risk Review
2543,35,49411.77,731,16603.6,27,15825.15,15,2,0.75,Debt Consolidation,Mortgage,0.32,0.336,Good,40K to 75K,0.28,0,0,0,1,1,0,0,2,Moderate Risk,Approve with Review
2544,31,61021.93,679,23731.19,25,5682.37,8,1,0.444,Debt Consolidation,Rent,0.093,0.389,Good,40K to 75K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
2545,41,98607.9,823,33592.09,4,33360.73,9,1,0.399,Small Business,Rent,0.338,0.341,Excellent,75K to 120K,0.08000000000000003,0,0,0,0,0,0,0,0,Low Risk,Approve
2546,51,101182.35,705,45120.88,3,23719,15,1,0.367,Personal,Mortgage,0.234,0.446,Good,75K to 120K,0.14,0,0,0,0,0,0,1,1,Low Risk,Approve
2547,50,125422.47,592,27181.67,24,25196.07,4,1,0.704,Auto,Own,0.201,0.217,Fair,120K Plus,0.23000000000000007,0,0,0,1,0,1,0,2,Moderate Risk,Approve with Review
2548,63,67263.46,764,58930.67,23,22321.58,12,0,0.465,Home Improvement,Own,0.332,0.876,Very Good,40K to 75K,0.01,0,0,0,0,0,0,1,1,Low Risk,Approve
2549,67,97041.46,699,29974.33,13,1892.81,14,1,0.26,Debt Consolidation,Mortgage,0.02,0.309,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2550,26,138202.35,681,1000,21,17618.07,7,0,0.47,Small Business,Rent,0.127,0.007,Good,120K Plus,0.12000000000000002,0,0,0,0,0,0,0,0,Low Risk,Approve
2551,64,94456.17,721,10271.38,22,1706.63,17,0,0.121,Home Improvement,Rent,0.018,0.109,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
2552,48,153098.18,637,35695.06,9,4916.77,12,2,0.359,Small Business,Mortgage,0.032,0.233,Fair,120K Plus,0.41000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
2553,30,63901.5,652,46561.73,12,13803.77,3,0,0.54,Debt Consolidation,Rent,0.216,0.729,Fair,40K to 75K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
2554,55,60997.54,609,20172.65,24,42064.19,8,0,0.528,Small Business,Mortgage,0.69,0.331,Fair,40K to 75K,0.3500000000000001,0,0,1,0,0,1,0,2,High Risk,High Risk Review
2555,66,67724.37,744,41097.03,27,0,14,1,0.286,Home Improvement,Mortgage,0,0.607,Very Good,40K to 75K,0.02000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
2556,69,48454.82,732,33882.06,7,18705.24,18,1,0.552,Debt Consolidation,Mortgage,0.386,0.699,Good,40K to 75K,0.14,0,0,0,0,0,0,1,1,Low Risk,Approve
2557,31,36211.92,677,17856.04,25,18607.78,5,0,0.664,Debt Consolidation,Rent,0.514,0.493,Good,Under 40K,0.29000000000000004,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
2558,61,90380.35,681,4371.06,26,18599.33,11,0,0.279,Debt Consolidation,Rent,0.206,0.048,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
2559,40,91022.66,718,21998.55,29,24676.95,6,1,0.682,Home Improvement,Own,0.271,0.242,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2560,65,92176.6,684,38196.11,4,13227.98,7,1,0,Personal,Mortgage,0.144,0.414,Good,75K to 120K,0.14,0,0,0,0,0,0,1,1,Low Risk,Approve
2561,34,76004.11,692,32866.12,19,21511.5,11,0,0.627,Debt Consolidation,Mortgage,0.283,0.432,Good,75K to 120K,0.1,0,0,0,0,0,0,1,1,Low Risk,Approve
2562,51,126102.29,566,43147.8,3,15225.23,12,0,0.319,Debt Consolidation,Rent,0.121,0.342,Poor,120K Plus,0.37,1,43147.8,0,0,0,1,0,1,High Risk,High Risk Review
2563,25,80910.96,617,16214.76,0,10009.92,9,0,0.324,Medical,Rent,0.124,0.2,Fair,75K to 120K,0.31,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2564,58,124942.77,559,22503.23,20,24257.28,16,1,0.605,Auto,Mortgage,0.194,0.18,Poor,120K Plus,0.28,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2565,52,39787.12,694,44467.38,4,19675.31,4,0,0.417,Debt Consolidation,Own,0.495,1.118,Good,Under 40K,0.25,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
2566,28,123311.81,703,26878.17,24,27608.88,9,3,0.828,Debt Consolidation,Mortgage,0.224,0.218,Good,120K Plus,0.28,0,0,0,1,1,0,0,2,Moderate Risk,Approve with Review
2567,46,73388.97,685,33791.35,14,24155.49,2,1,0.644,Debt Consolidation,Own,0.329,0.46,Good,40K to 75K,0.07,0,0,0,0,0,0,1,1,Low Risk,Approve
2568,41,24369.46,603,30157.75,22,24641.3,3,1,0.483,Debt Consolidation,Rent,1.011,1.238,Fair,Under 40K,0.43000000000000005,0,0,1,0,0,1,1,3,High Risk,High Risk Review
2569,29,124980.01,646,18161.73,17,34320.44,2,0,0.216,Debt Consolidation,Own,0.275,0.145,Fair,120K Plus,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
2570,62,95712.15,617,20383.87,9,22686.35,4,0,0.014,Personal,Rent,0.237,0.213,Fair,75K to 120K,0.23000000000000004,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
2571,28,71808.35,609,41476.88,8,13268.11,18,0,0.48,Home Improvement,Rent,0.185,0.578,Fair,40K to 75K,0.33,0,0,0,0,0,1,1,2,High Risk,High Risk Review
2572,21,85972.37,699,24503.62,9,8904.07,7,0,0.27,Debt Consolidation,Rent,0.104,0.285,Good,75K to 120K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
2573,22,106661.67,675,39223.59,25,4706.75,11,0,0,Debt Consolidation,Own,0.044,0.368,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2574,33,77139.47,714,46630.81,5,20672.68,8,0,0.896,Auto,Rent,0.268,0.605,Good,75K to 120K,0.31,1,46630.81,0,1,0,0,1,2,High Risk,High Risk Review
2575,61,18000,617,23336.96,5,0,9,1,0,Small Business,Mortgage,0,1.296,Fair,Under 40K,0.35000000000000003,0,0,0,0,0,1,1,2,High Risk,High Risk Review
2576,44,90992.61,556,31449.53,8,25929.4,8,1,0.311,Auto,Mortgage,0.285,0.346,Poor,75K to 120K,0.32,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2577,43,115496.07,655,29685.96,9,16349.59,2,0,0.536,Small Business,Rent,0.142,0.257,Fair,75K to 120K,0.3,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2578,28,31304.96,722,15454.51,10,17391.21,5,0,0.252,Debt Consolidation,Rent,0.556,0.494,Good,Under 40K,0.29000000000000004,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
2579,50,88817.21,776,35379.71,14,25950.25,3,1,0.012,Home Improvement,Rent,0.292,0.398,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2580,30,18000,831,37196.86,20,0,6,2,0.307,Auto,Mortgage,0,2.066,Excellent,Under 40K,0.18000000000000002,0,0,0,0,1,0,1,2,Moderate Risk,Manual Underwriting Review
2581,33,117603.34,634,19611.42,18,24494.62,15,1,0.314,Auto,Mortgage,0.208,0.167,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
2582,21,111189.63,683,2552.62,17,3817.41,8,1,0.843,Debt Consolidation,Rent,0.034,0.023,Good,75K to 120K,0.17,0,0,0,1,0,0,0,1,Moderate Risk,Approve with Review
2583,65,62863.58,733,30966.42,14,2148.23,7,0,0.272,Home Improvement,Rent,0.034,0.493,Good,40K to 75K,0.15,1,30966.42,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
2584,39,18000,695,31137.61,16,15856.48,5,0,0.6,Debt Consolidation,Rent,0.881,1.73,Good,Under 40K,0.29000000000000004,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
2585,30,98810.99,631,32449.52,5,10917.93,2,0,0.109,Auto,Own,0.11,0.328,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
2586,60,50196.09,637,8503.42,14,27207.06,6,0,0.385,Home Improvement,Rent,0.542,0.169,Fair,40K to 75K,0.33000000000000007,1,8503.42,1,0,0,1,0,2,High Risk,High Risk Review
2587,36,95447.21,679,21392.21,11,47039.93,8,1,0.231,Debt Consolidation,Mortgage,0.493,0.224,Good,75K to 120K,0.14,0,0,1,0,0,0,0,1,Low Risk,Approve
2588,37,69502.8,700,29777.88,19,3259.06,14,0,0.179,Debt Consolidation,Rent,0.047,0.428,Good,40K to 75K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Approve with Review
2589,44,118593.52,695,30116.86,21,42725.61,1,0,0.736,Home Improvement,Mortgage,0.36,0.254,Good,75K to 120K,0.12,0,0,0,1,0,0,0,1,Low Risk,Approve
2590,48,133657.96,838,5149.88,7,9881.43,11,0,0.422,Small Business,Rent,0.074,0.039,Excellent,120K Plus,0.08000000000000003,0,0,0,0,0,0,0,0,Low Risk,Approve
2591,24,48962.55,688,14079.09,9,10776.89,10,0,0.4,Debt Consolidation,Rent,0.22,0.288,Good,40K to 75K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
2592,30,70010.44,626,48548.16,25,16722.05,14,0,0.207,Auto,Mortgage,0.239,0.693,Fair,40K to 75K,0.24000000000000002,1,48548.16,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
2593,29,36408.3,779,37013.75,30,9314.95,5,0,0.33,Debt Consolidation,Rent,0.256,1.017,Very Good,Under 40K,0.07,0,0,0,0,0,0,1,1,Low Risk,Approve
2594,33,113104.18,483,7143.85,13,38853.44,1,0,0,Small Business,Rent,0.344,0.063,Poor,75K to 120K,0.4,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2595,71,131875.21,725,19916.33,18,8466.85,2,1,0.318,Small Business,Mortgage,0.064,0.151,Good,120K Plus,0.07,0,0,0,0,0,0,0,0,Low Risk,Approve
2596,28,104410.45,723,12523.72,24,30707.42,16,1,0.39,Personal,Rent,0.294,0.12,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
2597,28,130101.22,700,28665.03,29,6811.19,1,1,0.545,Small Business,Rent,0.052,0.22,Good,120K Plus,0.12000000000000002,0,0,0,0,0,0,0,0,Low Risk,Approve
2598,70,23974.49,434,20322.47,18,8841.8,4,0,0.304,Small Business,Own,0.369,0.848,Poor,Under 40K,0.42000000000000004,0,0,0,0,0,1,1,2,High Risk,High Risk Review
2599,34,124100.27,722,23083.37,15,27053.49,14,2,0.569,Debt Consolidation,Mortgage,0.218,0.186,Good,120K Plus,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
2600,36,35591.98,745,4718.59,18,35373.11,15,1,0.441,Home Improvement,Rent,0.994,0.133,Very Good,Under 40K,0.11000000000000001,0,0,1,0,0,0,0,1,Low Risk,Approve
2601,36,59408.6,715,8704.96,18,11663.13,4,0,0.311,Debt Consolidation,Mortgage,0.196,0.147,Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2602,36,88956.9,699,11783.81,22,52272.85,9,2,0.339,Debt Consolidation,Mortgage,0.588,0.132,Good,75K to 120K,0.30000000000000004,0,0,1,0,1,0,0,2,High Risk,High Risk Review
2603,65,114490.51,685,19742.57,26,16462.41,10,0,0.377,Personal,Mortgage,0.144,0.172,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2604,71,20948.79,704,23957.4,0,15778.85,7,0,0.545,Personal,Rent,0.753,1.144,Good,Under 40K,0.41000000000000003,0,0,1,0,0,0,1,2,High Risk,High Risk Review
2605,56,90594.28,783,9029.76,25,38492.53,14,0,0.875,Auto,Rent,0.425,0.1,Very Good,75K to 120K,0.09,0,0,0,1,0,0,0,1,Low Risk,Approve
2606,50,107448.73,691,34608.54,5,5091.11,15,2,0.855,Debt Consolidation,Rent,0.047,0.322,Good,75K to 120K,0.37,1,34608.54,0,1,1,0,0,2,High Risk,High Risk Review
2607,41,81727.87,783,21437.07,30,0,6,0,0.843,Debt Consolidation,Rent,0,0.262,Very Good,75K to 120K,0.09,0,0,0,1,0,0,0,1,Low Risk,Approve
2608,51,79917.22,651,21723.81,30,13916.52,15,1,0.327,Home Improvement,Mortgage,0.174,0.272,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
2609,24,137289.16,654,11522.89,8,21598.31,4,1,0.04,Debt Consolidation,Own,0.157,0.084,Fair,120K Plus,0.15000000000000002,1,11522.89,0,0,0,1,0,1,Moderate Risk,Approve with Review
2610,30,21745.08,684,37991.13,14,31584.21,6,0,0.408,Debt Consolidation,Mortgage,1.452,1.747,Good,Under 40K,0.24000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
2611,25,27331.31,753,22065.68,22,20641.97,11,1,0.709,Home Improvement,Rent,0.755,0.807,Very Good,Under 40K,0.33,1,22065.68,1,1,0,0,1,3,High Risk,High Risk Review
2612,32,103294.78,746,26880.94,15,0,12,0,0.594,Auto,Rent,0,0.26,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2613,56,70806.34,719,35333.71,20,0,16,1,0.513,Small Business,Rent,0,0.499,Good,40K to 75K,0.22,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
2614,48,35172.66,688,25186.65,19,35041.86,10,0,0.509,Personal,Own,0.996,0.716,Good,Under 40K,0.21000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
2615,63,97517.85,682,36809.04,6,27377.98,8,1,0.405,Auto,Mortgage,0.281,0.377,Good,75K to 120K,0.04,0,0,0,0,0,0,0,0,Low Risk,Approve
2616,48,102514.46,669,24986.19,26,26840.73,13,1,0.358,Debt Consolidation,Rent,0.262,0.244,Fair,75K to 120K,0.19000000000000003,1,24986.19,0,0,0,1,0,1,Moderate Risk,Approve with Review
2617,33,61536.14,707,1000,28,32020.43,4,2,0.71,Debt Consolidation,Rent,0.52,0.016,Good,40K to 75K,0.47000000000000003,0,0,1,1,1,0,0,3,High Risk,High Risk Review
2618,22,79215.46,651,28375.99,9,276.05,18,1,0.26,Home Improvement,Mortgage,0.003,0.358,Fair,75K to 120K,0.18000000000000002,1,28375.99,0,0,0,1,0,1,Moderate Risk,Approve with Review
2619,37,117711.85,594,23167.31,12,2498.42,14,1,0.099,Debt Consolidation,Mortgage,0.021,0.197,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
2620,66,82522.7,573,2713.18,23,28941.35,2,2,0.526,Home Improvement,Mortgage,0.351,0.033,Poor,75K to 120K,0.44,1,2713.18,0,0,1,1,0,2,High Risk,High Risk Review
2621,58,78592.05,671,30629.56,0,27394.49,11,0,0.466,Debt Consolidation,Mortgage,0.349,0.39,Good,75K to 120K,0.12,0,0,0,0,0,0,0,0,Low Risk,Approve
2622,31,107065.8,800,22630.81,4,16166.46,13,1,0.023,Debt Consolidation,Mortgage,0.151,0.211,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2623,21,83712.11,660,17935.31,1,32877.73,11,2,0.334,Home Improvement,Mortgage,0.393,0.214,Fair,75K to 120K,0.42000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
2624,51,18000,698,16838.42,0,0,18,0,0.159,Debt Consolidation,Rent,0,0.935,Good,Under 40K,0.27,0,0,0,0,0,0,1,1,Moderate Risk,Approve with Review
2625,50,61109.76,706,42889.04,26,22100.45,18,0,0.406,Personal,Rent,0.362,0.702,Good,40K to 75K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
2626,30,79917.18,704,17685.37,12,0,18,1,0.147,Debt Consolidation,Rent,0,0.221,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
2627,49,83021.5,567,21641.06,1,15085.69,6,0,0.67,Auto,Mortgage,0.182,0.261,Poor,75K to 120K,0.4,0,0,0,0,0,1,0,1,High Risk,High Risk Review
2628,44,29720.42,692,14330.34,14,33166.54,13,1,0.428,Auto,Mortgage,1.116,0.482,Good,Under 40K,0.24000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
2629,41,101838.93,667,15001.06,19,25998.96,15,0,0.709,Debt Consolidation,Rent,0.255,0.147,Fair,75K to 120K,0.31000000000000005,0,0,0,1,0,1,0,2,High Risk,High Risk Review
2630,32,39191.21,659,21020.24,18,5780.47,5,0,0.26,Auto,Mortgage,0.147,0.536,Fair,Under 40K,0.24000000000000002,1,21020.24,0,0,0,1,1,2,Moderate Risk,Approve with Review
2631,65,82554.77,630,19197.8,16,8872.08,2,1,0.28,Small Business,Mortgage,0.107,0.233,Fair,75K to 120K,0.21,1,19197.8,0,0,0,1,0,1,Moderate Risk,Approve with Review
2632,43,56151.84,706,33538.55,22,33359.97,6,0,0.168,Debt Consolidation,Rent,0.594,0.597,Good,40K to 75K,0.29000000000000004,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
2633,69,77705.44,659,39232.63,4,20333.73,13,3,0.404,Medical,Rent,0.262,0.505,Fair,75K to 120K,0.49000000000000005,1,39232.63,0,0,1,1,1,3,High Risk,High Risk Review
2634,60,55753.49,763,31735.6,0,18906.12,1,1,0.236,Home Improvement,Mortgage,0.339,0.569,Very Good,40K to 75K,0.14,0,0,0,0,0,0,1,1,Low Risk,Approve
2635,60,61078.91,637,9113.08,10,31886.31,11,0,0.714,Personal,Rent,0.522,0.149,Fair,40K to 75K,0.45000000000000007,1,9113.08,1,1,0,1,0,3,High Risk,High Risk Review
2636,69,43040.59,716,32993.59,4,16623.46,3,3,0.486,Debt Consolidation,Rent,0.386,0.767,Good,40K to 75K,0.35000000000000003,1,32993.59,0,0,1,0,1,2,High Risk,High Risk Review
2637,50,99732.6,746,22930.91,12,17700.05,12,0,0.478,Medical,Mortgage,0.177,0.23,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2638,69,77646.17,569,28103.37,8,10631.21,7,2,0.216,Personal,Mortgage,0.137,0.362,Poor,75K to 120K,0.48,0,0,0,0,1,1,0,2,High Risk,High Risk Review
2639,40,112409.79,676,22690.27,16,28193.49,17,3,0.299,Auto,Own,0.251,0.202,Good,75K to 120K,0.13,0,0,0,0,1,0,0,1,Low Risk,Approve
2640,22,56675.54,675,31263.04,7,27680.84,14,0,0.669,Debt Consolidation,Rent,0.488,0.552,Good,40K to 75K,0.33,0,0,1,0,0,0,1,2,High Risk,High Risk Review
2641,43,29554.34,701,23393.94,25,48179.14,17,0,0.708,Small Business,Rent,1.63,0.792,Good,Under 40K,0.48000000000000004,1,23393.94,1,1,0,0,1,3,High Risk,High Risk Review
2642,43,96803.26,745,2494.12,17,18014.29,2,1,0.413,Debt Consolidation,Own,0.186,0.026,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2643,27,118033.71,784,1595.65,19,44776.87,7,1,0.417,Debt Consolidation,Mortgage,0.379,0.014,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2644,65,145569.23,721,4747.67,10,2916.28,12,1,0.187,Auto,Mortgage,0.02,0.033,Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2645,45,68431.4,770,37325.86,11,19121.09,1,0,0.191,Auto,Rent,0.279,0.545,Very Good,40K to 75K,0.07,0,0,0,0,0,0,1,1,Low Risk,Approve
2646,63,94658.74,719,17786.95,14,0,15,2,0.761,Home Improvement,Mortgage,0,0.188,Good,75K to 120K,0.28,1,17786.95,0,1,1,0,0,2,Moderate Risk,Approve with Review
2647,42,108598.22,730,52635.47,0,18831.73,9,0,0.487,Auto,Mortgage,0.173,0.485,Good,75K to 120K,0.22000000000000003,1,52635.47,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
2648,68,107007.2,802,27231.8,3,2342.99,16,1,0.482,Home Improvement,Mortgage,0.022,0.254,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
2649,23,102350.08,602,17792.6,0,44111.09,1,1,0.573,Personal,Mortgage,0.431,0.174,Fair,75K to 120K,0.26,1,17792.6,0,0,0,1,0,1,Moderate Risk,Approve with Review
2650,59,147386.9,647,30571.4,27,14160.67,17,3,0.285,Medical,Rent,0.096,0.207,Fair,120K Plus,0.35000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
2651,36,89025.24,715,16748.9,2,24374.42,1,1,0.461,Home Improvement,Mortgage,0.274,0.188,Good,75K to 120K,0.04,0,0,0,0,0,0,0,0,Low Risk,Approve
